Trial,Reward,Algorithm
5368,2.6557863791649856,ThompsonSampling
5369,2.851770738893892,ThompsonSampling
5370,2.7162559242612376,ThompsonSampling
5371,3.800592910744915,ThompsonSampling
5372,4.781772993687342,ThompsonSampling
5373,3.5170762732835406,ThompsonSampling
5374,6.456118471179105,ThompsonSampling
5375,4.191022266609449,ThompsonSampling
5376,3.492870806204866,ThompsonSampling
5377,2.0557748343497866,ThompsonSampling
5378,3.2309865971757152,ThompsonSampling
5379,3.291505508032239,ThompsonSampling
5380,2.797916348700044,ThompsonSampling
5381,4.045953456696218,ThompsonSampling
5382,4.564856844469381,ThompsonSampling
5383,4.784099576869907,ThompsonSampling
5384,3.170075151623237,ThompsonSampling
5385,4.395254985585128,ThompsonSampling
5386,3.429311310485951,ThompsonSampling
5387,3.1546738730805193,ThompsonSampling
5388,4.4694192341109895,ThompsonSampling
5389,2.9958280004653863,ThompsonSampling
5390,3.2384394002772274,ThompsonSampling
5391,4.455571294669269,ThompsonSampling
5392,3.8191988254615152,ThompsonSampling
5393,3.387394373464016,ThompsonSampling
5394,4.37693147393092,ThompsonSampling
5395,2.1235985974795932,ThompsonSampling
5396,3.594667843500959,ThompsonSampling
5397,4.74919713267987,ThompsonSampling
5398,4.555310472212703,ThompsonSampling
5399,5.18403818722067,ThompsonSampling
5400,3.214239334883567,ThompsonSampling
5401,4.277734695644344,ThompsonSampling
5402,3.6248131072047096,ThompsonSampling
5403,3.2207825400680754,ThompsonSampling
5404,6.437412785995912,ThompsonSampling
5405,3.2338707280482986,ThompsonSampling
5406,4.344440196261487,ThompsonSampling
5407,3.7683506728568066,ThompsonSampling
5408,3.5370762957981716,ThompsonSampling
5409,3.4563380727057376,ThompsonSampling
5410,4.533908043946579,ThompsonSampling
5411,5.909603797494097,ThompsonSampling
5412,5.5035624657669,ThompsonSampling
5413,3.9159026272743676,ThompsonSampling
5414,4.536123315689347,ThompsonSampling
5415,3.4395995903071075,ThompsonSampling
5416,2.783222878950866,ThompsonSampling
5417,6.334173475188548,ThompsonSampling
5418,4.885605503618417,ThompsonSampling
5419,5.300568906268149,ThompsonSampling
5420,5.127582238714095,ThompsonSampling
5421,5.39146209983466,ThompsonSampling
5422,1.9255867681396,ThompsonSampling
5423,6.52363182251743,ThompsonSampling
5424,4.1235879044211385,ThompsonSampling
5425,4.173707951889305,ThompsonSampling
5426,3.382592195870327,ThompsonSampling
5427,4.089842450176122,ThompsonSampling
5428,2.1962297309399372,ThompsonSampling
5429,3.2377607769096803,ThompsonSampling
5430,4.583192002206648,ThompsonSampling
5431,4.898049224947435,ThompsonSampling
5432,3.1671609694936107,ThompsonSampling
5433,4.423885284576011,ThompsonSampling
5434,2.602584061562657,ThompsonSampling
5435,3.0351324105572584,ThompsonSampling
5436,3.3080844193672965,ThompsonSampling
5437,4.217123762023275,ThompsonSampling
5438,3.1600824853070026,ThompsonSampling
5439,4.898511789297835,ThompsonSampling
5440,3.0508844920837674,ThompsonSampling
5441,3.294954009731118,ThompsonSampling
5442,1.1561058885451128,ThompsonSampling
5443,3.334975174208013,ThompsonSampling
5444,3.8191395943496955,ThompsonSampling
5445,3.205224594064263,ThompsonSampling
5446,3.350952219948485,ThompsonSampling
5447,5.008638445833485,ThompsonSampling
5448,2.767831560875706,ThompsonSampling
5449,3.921150340143747,ThompsonSampling
5450,4.333237663900855,ThompsonSampling
5451,5.651475443619132,ThompsonSampling
5452,6.019808871266711,ThompsonSampling
5453,4.811295324594452,ThompsonSampling
5454,3.1449654851407187,ThompsonSampling
5455,2.923414295928299,ThompsonSampling
5456,1.6917188627460664,ThompsonSampling
5457,2.986565328670266,ThompsonSampling
5458,3.2767128812908117,ThompsonSampling
5459,3.9942019386060714,ThompsonSampling
5460,5.485333035384051,ThompsonSampling
5461,3.637699597264697,ThompsonSampling
5462,4.748989404442324,ThompsonSampling
5463,5.361484508876124,ThompsonSampling
5464,3.2617189092895353,ThompsonSampling
5465,3.3873744404102157,ThompsonSampling
5466,3.3504289402574523,ThompsonSampling
5467,4.067803870111514,ThompsonSampling
5468,3.1640810289531207,ThompsonSampling
5469,3.6712203178226734,ThompsonSampling
5470,3.8602062230060596,ThompsonSampling
5471,4.506304614771043,ThompsonSampling
5472,3.8999336552821298,ThompsonSampling
5473,6.341974780046371,ThompsonSampling
5474,6.094603817895443,ThompsonSampling
5475,3.0454587569441856,ThompsonSampling
5476,6.616827705399908,ThompsonSampling
5477,2.5367418716027497,ThompsonSampling
5478,4.159752714261913,ThompsonSampling
5479,5.263999940664664,ThompsonSampling
5480,3.785172978062598,ThompsonSampling
5481,4.019176029618103,ThompsonSampling
5482,3.9958268900315934,ThompsonSampling
5483,4.386244169324429,ThompsonSampling
5484,3.557180684163975,ThompsonSampling
5485,4.656552990184757,ThompsonSampling
5486,3.9908266220212996,ThompsonSampling
5487,3.5015555034645227,ThompsonSampling
5488,3.9876021422265775,ThompsonSampling
5489,5.778444062121067,ThompsonSampling
5490,4.235519837391906,ThompsonSampling
5491,3.9176803122169854,ThompsonSampling
5492,3.3151708385587577,ThompsonSampling
5493,2.1268722926689874,ThompsonSampling
5494,3.017219872133752,ThompsonSampling
5495,2.667461416328597,ThompsonSampling
5496,4.754305314941569,ThompsonSampling
5497,2.1355545188202907,ThompsonSampling
5498,4.683810342209167,ThompsonSampling
5499,5.168417823265893,ThompsonSampling
5500,4.99826300702567,ThompsonSampling
5501,4.817247411504424,ThompsonSampling
5502,4.723557670947577,ThompsonSampling
5503,3.5591019723931216,ThompsonSampling
5504,4.065988323106587,ThompsonSampling
5505,4.837982440763831,ThompsonSampling
5506,6.604808909716592,ThompsonSampling
5507,4.45837501468307,ThompsonSampling
5508,4.208629353379868,ThompsonSampling
5509,3.1919942468787927,ThompsonSampling
5510,3.4007739410235853,ThompsonSampling
5511,4.242621865393018,ThompsonSampling
5512,3.2914467549222923,ThompsonSampling
5513,6.201286237046803,ThompsonSampling
5514,3.6445896910178437,ThompsonSampling
5515,3.9591829904415117,ThompsonSampling
5516,3.426282252738845,ThompsonSampling
5517,4.600571225517905,ThompsonSampling
5518,4.215409293105409,ThompsonSampling
5519,3.80563580946661,ThompsonSampling
5520,3.281950190389596,ThompsonSampling
5521,4.178200622125144,ThompsonSampling
5522,4.886136748436201,ThompsonSampling
5523,4.901858844317775,ThompsonSampling
5524,4.415027106199744,ThompsonSampling
5525,3.3378375909506732,ThompsonSampling
5526,4.722451819647461,ThompsonSampling
5527,5.33766903705687,ThompsonSampling
5528,5.230789712098004,ThompsonSampling
5529,2.2610927550453135,ThompsonSampling
5530,3.648346728294116,ThompsonSampling
5531,3.8396118760683122,ThompsonSampling
5532,3.9361885449458605,ThompsonSampling
5533,2.763470958475052,ThompsonSampling
5534,4.088237743307885,ThompsonSampling
5535,5.71222651036487,ThompsonSampling
5536,2.478943372326971,ThompsonSampling
5537,5.12374556738626,ThompsonSampling
5538,3.848563150034503,ThompsonSampling
5539,2.576295432021322,ThompsonSampling
5540,4.1539076054158395,ThompsonSampling
5541,4.37274159570947,ThompsonSampling
5542,3.89341435221451,ThompsonSampling
5543,3.74381047913437,ThompsonSampling
5544,6.033935744582579,ThompsonSampling
5545,4.58018179736817,ThompsonSampling
5546,2.911128783902373,ThompsonSampling
5547,4.2322071734836815,ThompsonSampling
5548,2.935493507780958,ThompsonSampling
5549,3.997004990807889,ThompsonSampling
5550,3.6436948977931047,ThompsonSampling
5551,3.899213841761191,ThompsonSampling
5552,3.350022552444401,ThompsonSampling
5553,3.806090589404862,ThompsonSampling
5554,5.364414034130428,ThompsonSampling
5555,1.8566873648690096,ThompsonSampling
5556,2.8089217395954913,ThompsonSampling
5557,3.523193154870653,ThompsonSampling
5558,6.545849571007253,ThompsonSampling
5559,4.337253196250539,ThompsonSampling
5560,4.047397946066998,ThompsonSampling
5561,2.859050376354389,ThompsonSampling
5562,2.378872302570424,ThompsonSampling
5563,4.471964256230732,ThompsonSampling
5564,4.438052373720962,ThompsonSampling
5565,2.9987983697757725,ThompsonSampling
5566,5.060151744794354,ThompsonSampling
5567,3.709231362732372,ThompsonSampling
5568,2.5862384528390927,ThompsonSampling
5569,5.150404730449296,ThompsonSampling
5570,3.5975926757944396,ThompsonSampling
5571,3.6854880017763234,ThompsonSampling
5572,3.837224762802914,ThompsonSampling
5573,4.426999950654192,ThompsonSampling
5574,4.5789880726547745,ThompsonSampling
5575,4.6617770271421755,ThompsonSampling
5576,3.8051306575916595,ThompsonSampling
5577,2.9321489479938827,ThompsonSampling
5578,3.3452381592358735,ThompsonSampling
5579,3.424784446675155,ThompsonSampling
5580,4.2626901056890025,ThompsonSampling
5581,3.649834092994726,ThompsonSampling
5582,4.590437931302587,ThompsonSampling
5583,3.7093928604540496,ThompsonSampling
5584,5.598996293618669,ThompsonSampling
5585,1.9945180413675208,ThompsonSampling
5586,3.628805116661836,ThompsonSampling
5587,4.587595719330323,ThompsonSampling
5588,3.661199733325791,ThompsonSampling
5589,2.7232236731196604,ThompsonSampling
5590,7.744866692175377,ThompsonSampling
5591,3.906554746944168,ThompsonSampling
5592,5.3585799046127605,ThompsonSampling
5593,4.2457348131696335,ThompsonSampling
5594,4.32626859094635,ThompsonSampling
5595,3.300091054170868,ThompsonSampling
5596,4.456599384250593,ThompsonSampling
5597,0.943825809196519,ThompsonSampling
5598,3.900812901096167,ThompsonSampling
5599,4.099583850837166,ThompsonSampling
5600,4.987408646663652,ThompsonSampling
5601,5.114939878631195,ThompsonSampling
5602,3.6892153580432914,ThompsonSampling
5603,6.077179570177313,ThompsonSampling
5604,2.255264838378124,ThompsonSampling
5605,2.9126591000984314,ThompsonSampling
5606,4.026289560292991,ThompsonSampling
5607,4.461486127388929,ThompsonSampling
5608,5.1320296333258835,ThompsonSampling
5609,4.226853093341944,ThompsonSampling
5610,2.6938195147902704,ThompsonSampling
5611,3.770678780331284,ThompsonSampling
5612,4.738916618720099,ThompsonSampling
5613,4.358682740102608,ThompsonSampling
5614,3.6310478129492574,ThompsonSampling
5615,3.000482064764894,ThompsonSampling
5616,4.807804289101209,ThompsonSampling
5617,3.025820693293058,ThompsonSampling
5618,4.693659661340367,ThompsonSampling
5619,4.619624566407503,ThompsonSampling
5620,5.265970440341873,ThompsonSampling
5621,2.6043112457472164,ThompsonSampling
5622,4.101834920746411,ThompsonSampling
5623,3.2435880415818477,ThompsonSampling
5624,3.117653476817751,ThompsonSampling
5625,4.1314189755031965,ThompsonSampling
5626,2.293090245552729,ThompsonSampling
5627,3.9136903929436175,ThompsonSampling
5628,4.466400192650791,ThompsonSampling
5629,3.935518999617749,ThompsonSampling
5630,4.914268176798863,ThompsonSampling
5631,3.0033988453300924,ThompsonSampling
5632,2.6475880797453413,ThompsonSampling
5633,2.943462755031245,ThompsonSampling
5634,4.385794380998248,ThompsonSampling
5635,3.9488978146505245,ThompsonSampling
5636,5.289521553151317,ThompsonSampling
5637,4.041979571507345,ThompsonSampling
5638,4.495037574341068,ThompsonSampling
5639,4.359605021649931,ThompsonSampling
5640,4.292311598342654,ThompsonSampling
5641,3.7590125336849387,ThompsonSampling
5642,5.219925777760574,ThompsonSampling
5643,1.878541782279728,ThompsonSampling
5644,3.9261456618899393,ThompsonSampling
5645,3.418553331600139,ThompsonSampling
5646,3.4568942325012753,ThompsonSampling
5647,3.530062949254755,ThompsonSampling
5648,2.893159020031138,ThompsonSampling
5649,3.8555427079702533,ThompsonSampling
5650,3.3842243359336557,ThompsonSampling
5651,3.7031076443435023,ThompsonSampling
5652,4.163481920232402,ThompsonSampling
5653,3.8027629528396862,ThompsonSampling
5654,5.815293036858923,ThompsonSampling
5655,4.85364320442384,ThompsonSampling
5656,4.180294253188372,ThompsonSampling
5657,2.8989136350799303,ThompsonSampling
5658,4.259107083052609,ThompsonSampling
5659,4.146258648369708,ThompsonSampling
5660,2.985400910536896,ThompsonSampling
5661,2.5566635059126055,ThompsonSampling
5662,5.059384658193491,ThompsonSampling
5663,2.891350400011839,ThompsonSampling
5664,2.9394817068325696,ThompsonSampling
5665,3.343623196554225,ThompsonSampling
5666,3.455273440300493,ThompsonSampling
5667,4.1519771247162796,ThompsonSampling
5668,4.954213949920527,ThompsonSampling
5669,3.0498567768995937,ThompsonSampling
5670,3.7739194550098087,ThompsonSampling
5671,5.0747087854701185,ThompsonSampling
5672,4.787269534794382,ThompsonSampling
5673,6.088055856247339,ThompsonSampling
5674,3.052977414883774,ThompsonSampling
5675,2.4988112499296014,ThompsonSampling
5676,3.83033419217278,ThompsonSampling
5677,4.233987604702375,ThompsonSampling
5678,3.939518580553218,ThompsonSampling
5679,5.336585086472141,ThompsonSampling
5680,3.221258053809901,ThompsonSampling
5681,3.854496030981932,ThompsonSampling
5682,2.941176990072484,ThompsonSampling
5683,3.45829737177195,ThompsonSampling
5684,3.1883660407689254,ThompsonSampling
5685,4.1765575719447,ThompsonSampling
5686,5.942937613041342,ThompsonSampling
5687,2.8529639969091645,ThompsonSampling
5688,3.7750459405952106,ThompsonSampling
5689,5.784455632862007,ThompsonSampling
5690,3.543497469937433,ThompsonSampling
5691,6.491679834391863,ThompsonSampling
5692,3.0370683977028223,ThompsonSampling
5693,3.1033972531299305,ThompsonSampling
5694,4.296466686876773,ThompsonSampling
5695,5.32998258163704,ThompsonSampling
5696,4.53821867642112,ThompsonSampling
5697,4.123128512697588,ThompsonSampling
5698,3.5988067798645957,ThompsonSampling
5699,3.639731609140011,ThompsonSampling
5700,3.3031652205671063,ThompsonSampling
5701,4.261863485954454,ThompsonSampling
5702,3.0969329235062797,ThompsonSampling
5703,6.329473359610195,ThompsonSampling
5704,5.758697615038637,ThompsonSampling
5705,3.7669336972882634,ThompsonSampling
5706,4.046944120884874,ThompsonSampling
5707,5.300651282382836,ThompsonSampling
5708,4.3604468648479795,ThompsonSampling
5709,4.360276223794341,ThompsonSampling
5710,4.398337273928966,ThompsonSampling
5711,3.599819045386484,ThompsonSampling
5712,4.094238670898758,ThompsonSampling
5713,2.663025780593316,ThompsonSampling
5714,4.414173288358763,ThompsonSampling
5715,3.2975472429876524,ThompsonSampling
5716,3.3397814185667767,ThompsonSampling
5717,2.7444518237725264,ThompsonSampling
5718,3.4560387209675927,ThompsonSampling
5719,4.376207522413775,ThompsonSampling
5720,4.374438629184071,ThompsonSampling
5721,5.68714659464473,ThompsonSampling
5722,2.597577551481078,ThompsonSampling
5723,3.8096857525316636,ThompsonSampling
5724,3.8384005514183714,ThompsonSampling
5725,6.310578026968027,ThompsonSampling
5726,4.868189059716696,ThompsonSampling
5727,4.2638282403278,ThompsonSampling
5728,3.28797985261897,ThompsonSampling
5729,2.95992260555189,ThompsonSampling
5730,2.740925234835639,ThompsonSampling
5731,4.468652918962602,ThompsonSampling
5732,4.5217546512079485,ThompsonSampling
5733,5.144325404953905,ThompsonSampling
5734,2.855262742526924,ThompsonSampling
5735,3.1175191442153394,ThompsonSampling
5736,5.028549101960625,ThompsonSampling
5737,3.1431276286177914,ThompsonSampling
5738,3.45210904864239,ThompsonSampling
5739,5.954261213602279,ThompsonSampling
5740,2.6383656075475,ThompsonSampling
5741,4.073743125357808,ThompsonSampling
5742,3.963095844708991,ThompsonSampling
5743,4.631965726283329,ThompsonSampling
5744,4.4958713716235685,ThompsonSampling
5745,3.2302699735187157,ThompsonSampling
5746,4.710672620950334,ThompsonSampling
5747,5.102368818901179,ThompsonSampling
5748,2.332093225736725,ThompsonSampling
5749,4.005211261588115,ThompsonSampling
5750,5.331262757065892,ThompsonSampling
5751,4.889030950590001,ThompsonSampling
5752,2.78695088021182,ThompsonSampling
5753,3.2586440532049545,ThompsonSampling
5754,5.4438281264726776,ThompsonSampling
5755,3.10097870191802,ThompsonSampling
5756,3.547818821065412,ThompsonSampling
5757,3.9382377534196475,ThompsonSampling
5758,3.925661395066462,ThompsonSampling
5759,6.480537584210633,ThompsonSampling
5760,4.488842926958675,ThompsonSampling
5761,4.164967265468761,ThompsonSampling
5762,2.1041909809013375,ThompsonSampling
5763,3.7073227848276,ThompsonSampling
5764,4.294360244527675,ThompsonSampling
5765,5.411214871649235,ThompsonSampling
5766,4.386675552704772,ThompsonSampling
5767,4.736414530570523,ThompsonSampling
5768,5.09694559180093,ThompsonSampling
5769,4.0285835635223295,ThompsonSampling
5770,4.1787357791846675,ThompsonSampling
5771,3.5553642076979717,ThompsonSampling
5772,5.862107771804469,ThompsonSampling
5773,2.3122405807078534,ThompsonSampling
5774,3.804954178888086,ThompsonSampling
5775,4.4102847797283715,ThompsonSampling
5776,2.3672103613952613,ThompsonSampling
5777,5.003847796864065,ThompsonSampling
5778,2.607624492822075,ThompsonSampling
5779,2.4430535124893606,ThompsonSampling
5780,3.4238316393564756,ThompsonSampling
5781,4.6299885506688945,ThompsonSampling
5782,2.806942137553796,ThompsonSampling
5783,3.752958695391024,ThompsonSampling
5784,4.443053406609401,ThompsonSampling
5785,4.1162385353698125,ThompsonSampling
5786,3.642194332886116,ThompsonSampling
5787,3.6240622595365446,ThompsonSampling
5788,2.3416543249828523,ThompsonSampling
5789,4.206043129157694,ThompsonSampling
5790,5.482232689246554,ThompsonSampling
5791,3.0625352971176953,ThompsonSampling
5792,4.855955372515886,ThompsonSampling
5793,2.9817696807976746,ThompsonSampling
5794,2.799940348207561,ThompsonSampling
5795,3.1938387432606707,ThompsonSampling
5796,3.5837462535853453,ThompsonSampling
5797,4.018045510806786,ThompsonSampling
5798,4.533953407655612,ThompsonSampling
5799,2.115812682539186,ThompsonSampling
5800,4.681280495298896,ThompsonSampling
5801,4.149944773675859,ThompsonSampling
5802,5.2510146691654205,ThompsonSampling
5803,4.520640064662663,ThompsonSampling
5804,5.939174311219997,ThompsonSampling
5805,4.509537848101397,ThompsonSampling
5806,2.5038181567896727,ThompsonSampling
5807,3.684168839372609,ThompsonSampling
5808,2.895287581959332,ThompsonSampling
5809,3.6161097593162195,ThompsonSampling
5810,3.643335852921463,ThompsonSampling
5811,5.6479153795324555,ThompsonSampling
5812,3.8132288608326363,ThompsonSampling
5813,1.3870462548841385,ThompsonSampling
5814,2.466009586733571,ThompsonSampling
5815,2.2885944238810705,ThompsonSampling
5816,4.081037725918684,ThompsonSampling
5817,4.03686001953219,ThompsonSampling
5818,3.4758125055366413,ThompsonSampling
5819,4.995458688953584,ThompsonSampling
5820,4.05612368642346,ThompsonSampling
5821,3.043071723029012,ThompsonSampling
5822,2.546360012861454,ThompsonSampling
5823,4.448117898348267,ThompsonSampling
5824,4.173798826137378,ThompsonSampling
5825,2.7347489120042563,ThompsonSampling
5826,5.024772056422983,ThompsonSampling
5827,5.053794149340187,ThompsonSampling
5828,5.66657926106541,ThompsonSampling
5829,4.9682323865716125,ThompsonSampling
5830,4.426200928054009,ThompsonSampling
5831,3.6944952351620097,ThompsonSampling
5832,2.5639268291455233,ThompsonSampling
5833,4.0367499970545095,ThompsonSampling
5834,2.836603671808236,ThompsonSampling
5835,4.5021079118583245,ThompsonSampling
5836,3.7613062710650285,ThompsonSampling
5837,2.1519631238694163,ThompsonSampling
5838,2.6998346547063568,ThompsonSampling
5839,4.893420976874674,ThompsonSampling
5840,3.606651147570941,ThompsonSampling
5841,3.0010907241782725,ThompsonSampling
5842,5.069362510124875,ThompsonSampling
5843,3.02514238857318,ThompsonSampling
5844,5.088867599451508,ThompsonSampling
5845,4.6555987062109025,ThompsonSampling
5846,3.295666516421454,ThompsonSampling
5847,3.6372396276174093,ThompsonSampling
5848,4.577568144150655,ThompsonSampling
5849,6.171098437937263,ThompsonSampling
5850,3.9135623436726217,ThompsonSampling
5851,4.885564103573243,ThompsonSampling
5852,4.662984191888046,ThompsonSampling
5853,4.324690041771792,ThompsonSampling
5854,3.9485248080854327,ThompsonSampling
5855,4.043128788405549,ThompsonSampling
5856,5.190117455154359,ThompsonSampling
5857,4.443665081327585,ThompsonSampling
5858,2.781551570664355,ThompsonSampling
5859,4.120831297748444,ThompsonSampling
5860,4.844174394376557,ThompsonSampling
5861,4.238748945535681,ThompsonSampling
5862,5.591036421596124,ThompsonSampling
5863,4.28257897518446,ThompsonSampling
5864,4.274415104247555,ThompsonSampling
5865,5.440352465294437,ThompsonSampling
5866,3.8876291441243973,ThompsonSampling
5867,3.1171453153298545,ThompsonSampling
5868,3.7368531334309676,ThompsonSampling
5869,4.6512105864428435,ThompsonSampling
5870,3.8298639904017033,ThompsonSampling
5871,3.2309752845388355,ThompsonSampling
5872,2.810852189079485,ThompsonSampling
5873,3.7874625328521825,ThompsonSampling
5874,5.321572185329298,ThompsonSampling
5875,2.924671325358317,ThompsonSampling
5876,3.5934273139268638,ThompsonSampling
5877,2.611895903313132,ThompsonSampling
5878,4.14722470428991,ThompsonSampling
5879,4.095311754221408,ThompsonSampling
5880,5.063734716987544,ThompsonSampling
5881,3.725727488039264,ThompsonSampling
5882,4.1259962186187416,ThompsonSampling
5883,4.013277097078253,ThompsonSampling
5884,4.653591760497701,ThompsonSampling
5885,2.481205399435317,ThompsonSampling
5886,5.882181464935949,ThompsonSampling
5887,3.682195880000573,ThompsonSampling
5888,3.1681419444426875,ThompsonSampling
5889,3.6086094073547126,ThompsonSampling
5890,4.14715561150641,ThompsonSampling
5891,2.6832804837178745,ThompsonSampling
5892,4.066748605782537,ThompsonSampling
5893,4.6731813073317685,ThompsonSampling
5894,3.0405809593195645,ThompsonSampling
5895,3.3045775418475296,ThompsonSampling
5896,5.5538350140103985,ThompsonSampling
5897,3.9760465567756964,ThompsonSampling
5898,2.146502895999625,ThompsonSampling
5899,3.6914256348621626,ThompsonSampling
5900,3.0533402225224355,ThompsonSampling
5901,3.8802557412283765,ThompsonSampling
5902,3.5148033442156374,ThompsonSampling
5903,4.315130420595979,ThompsonSampling
5904,3.227923841683595,ThompsonSampling
5905,3.2568577282066506,ThompsonSampling
5906,4.7196676314792505,ThompsonSampling
5907,2.998417678685355,ThompsonSampling
5908,4.548340719824451,ThompsonSampling
5909,3.538033495630302,ThompsonSampling
5910,3.1557067617654972,ThompsonSampling
5911,3.1438583687223014,ThompsonSampling
5912,3.2352065378177963,ThompsonSampling
5913,4.2906861893637345,ThompsonSampling
5914,4.713511248490598,ThompsonSampling
5915,3.158626812309852,ThompsonSampling
5916,3.3289649578577776,ThompsonSampling
5917,5.354504970631459,ThompsonSampling
5918,5.4044100841831195,ThompsonSampling
5919,4.260986437340474,ThompsonSampling
5920,4.533008100171813,ThompsonSampling
5921,3.645094506232134,ThompsonSampling
5922,3.263948442846281,ThompsonSampling
5923,3.758506592063218,ThompsonSampling
5924,5.325479964561334,ThompsonSampling
5925,3.4651558852834548,ThompsonSampling
5926,3.9561138208328943,ThompsonSampling
5927,3.4328648130607284,ThompsonSampling
5928,5.0335687283533055,ThompsonSampling
5929,2.83682096081023,ThompsonSampling
5930,4.780845871861414,ThompsonSampling
5931,3.5544130629032216,ThompsonSampling
5932,4.102143032232466,ThompsonSampling
5933,3.9899435972474,ThompsonSampling
5934,3.0611280005728285,ThompsonSampling
5935,4.923290477019998,ThompsonSampling
5936,4.0383216948079275,ThompsonSampling
5937,4.351200239819819,ThompsonSampling
5938,3.385832983749249,ThompsonSampling
5939,3.9520209374252744,ThompsonSampling
5940,4.0117296627071815,ThompsonSampling
5941,4.076338886398905,ThompsonSampling
5942,3.291124846861345,ThompsonSampling
5943,3.273035546102217,ThompsonSampling
5944,5.690089138884552,ThompsonSampling
5945,4.818986594538041,ThompsonSampling
5946,3.7254923927514154,ThompsonSampling
5947,3.654413651384271,ThompsonSampling
5948,4.188081986116332,ThompsonSampling
5949,4.168702978896978,ThompsonSampling
5950,3.8840919723101814,ThompsonSampling
5951,4.969158769151992,ThompsonSampling
5952,4.171959328264676,ThompsonSampling
5953,2.8590619754738893,ThompsonSampling
5954,3.810820988885128,ThompsonSampling
5955,4.062905273154273,ThompsonSampling
5956,4.101395608705094,ThompsonSampling
5957,4.109931694605258,ThompsonSampling
5958,4.045413763332227,ThompsonSampling
5959,5.6420376343068135,ThompsonSampling
5960,4.197744832076014,ThompsonSampling
5961,2.9597063351920134,ThompsonSampling
5962,3.806312351762238,ThompsonSampling
5963,5.000912297504941,ThompsonSampling
5964,5.105658025122997,ThompsonSampling
5965,2.385445541631769,ThompsonSampling
5966,4.627051212056408,ThompsonSampling
5967,4.679983899905837,ThompsonSampling
5968,4.8514024156593365,ThompsonSampling
5969,3.8341727090444526,ThompsonSampling
5970,4.926048167357276,ThompsonSampling
5971,4.337965436035706,ThompsonSampling
5972,3.869031991074791,ThompsonSampling
5973,4.7801275856678815,ThompsonSampling
5974,3.9442783915401516,ThompsonSampling
5975,3.675989722573296,ThompsonSampling
5976,4.008886696161128,ThompsonSampling
5977,3.544525126389818,ThompsonSampling
5978,4.636764226737739,ThompsonSampling
5979,2.3061447014489573,ThompsonSampling
5980,3.8041844502759905,ThompsonSampling
5981,4.741970714249638,ThompsonSampling
5982,3.4293686221742856,ThompsonSampling
5983,2.655295466387627,ThompsonSampling
5984,4.286450511231369,ThompsonSampling
5985,3.5336656682239127,ThompsonSampling
5986,3.61809563680999,ThompsonSampling
5987,3.1759534335464474,ThompsonSampling
5988,4.207194415463278,ThompsonSampling
5989,3.3813831436496464,ThompsonSampling
5990,3.9706448247110697,ThompsonSampling
5991,4.39719194083282,ThompsonSampling
5992,4.2002867014547505,ThompsonSampling
5993,3.2934144572688377,ThompsonSampling
5994,2.5583893706548375,ThompsonSampling
5995,3.9742664108415324,ThompsonSampling
5996,3.660347191458142,ThompsonSampling
5997,3.27837668024564,ThompsonSampling
5998,2.970964594632831,ThompsonSampling
5999,3.904383568577741,ThompsonSampling
6000,2.17945891893737,ThompsonSampling
6001,3.592186683709308,ThompsonSampling
6002,5.676463530724916,ThompsonSampling
6003,4.799264506070509,ThompsonSampling
6004,4.430335753981823,ThompsonSampling
6005,3.8021517123526576,ThompsonSampling
6006,3.6994745052768474,ThompsonSampling
6007,4.134568606924061,ThompsonSampling
6008,5.825699297737678,ThompsonSampling
6009,2.5605229040496718,ThompsonSampling
6010,4.242361417349483,ThompsonSampling
6011,4.65979136825494,ThompsonSampling
6012,1.8468023945923924,ThompsonSampling
6013,5.363355650127987,ThompsonSampling
6014,5.035053353516888,ThompsonSampling
6015,3.9775479171959196,ThompsonSampling
6016,3.6227745252736936,ThompsonSampling
6017,2.0886871158333085,ThompsonSampling
6018,4.9960719685645545,ThompsonSampling
6019,3.151876904920732,ThompsonSampling
6020,2.869161792424217,ThompsonSampling
6021,4.63526246123275,ThompsonSampling
6022,5.1980917769025226,ThompsonSampling
6023,2.643537800975823,ThompsonSampling
6024,3.41060408906556,ThompsonSampling
6025,3.9401012089244984,ThompsonSampling
6026,4.126336470850804,ThompsonSampling
6027,3.3521583917737967,ThompsonSampling
6028,3.9654599264469557,ThompsonSampling
6029,2.3105126954057207,ThompsonSampling
6030,3.731682268254313,ThompsonSampling
6031,4.624192166492875,ThompsonSampling
6032,3.8553541664282966,ThompsonSampling
6033,4.950332123072215,ThompsonSampling
6034,3.82843773091115,ThompsonSampling
6035,4.152078826098227,ThompsonSampling
6036,4.653412226750062,ThompsonSampling
6037,5.04332301830563,ThompsonSampling
6038,4.069923994903078,ThompsonSampling
6039,3.6413598266066103,ThompsonSampling
6040,4.392436117720862,ThompsonSampling
6041,2.903836132139849,ThompsonSampling
6042,3.4835677322767413,ThompsonSampling
6043,3.637510665740132,ThompsonSampling
6044,4.109633885586465,ThompsonSampling
6045,2.3801735934198063,ThompsonSampling
6046,3.2827799645531095,ThompsonSampling
6047,4.593579507240253,ThompsonSampling
6048,5.647163663406092,ThompsonSampling
6049,3.87987811627281,ThompsonSampling
6050,4.626743014708227,ThompsonSampling
6051,4.583579057776155,ThompsonSampling
6052,4.628719194039995,ThompsonSampling
6053,2.640545818725402,ThompsonSampling
